"user.id","remote.user.id.if.known","time","prob2"
28,37,2008-01-30 20:53:59,
28,38,2008-01-30 20:53:59,
28,48,2008-01-30 20:53:59,0.153
28,69,2008-01-30 20:53:59,0.5
28,71,2008-01-30 20:53:59,
28,74,2008-01-30 20:53:59,
28,5,2008-01-30 20:59:09,0.394
28,27,2008-01-30 20:59:09,0.099
28,30,2008-01-30 20:59:09,0.222
28,32,2008-01-30 20:59:09,0.223
28,36,2008-01-30 20:59:09,0.281
28,37,2008-01-30 20:59:09,
28,48,2008-01-30 20:59:09,0.153
28,55,2008-01-30 20:59:09,0
28,74,2008-01-30 20:59:09,
28,5,2008-01-30 21:04:20,0.394
28,29,2008-01-30 21:04:20,
28,30,2008-01-30 21:04:20,0.222
28,32,2008-01-30 21:04:20,0.223
28,36,2008-01-30 21:04:20,0.281
28,37,2008-01-30 21:04:20,
28,48,2008-01-30 21:04:20,0.153
28,55,2008-01-30 21:04:20,0
28,56,2008-01-30 21:04:20,0.164
28,60,2008-01-30 21:04:20,
28,65,2008-01-30 21:04:20,
28,69,2008-01-30 21:04:20,0.5
28,74,2008-01-30 21:04:20,
28,29,2008-01-30 21:09:30,
28,32,2008-01-30 21:09:30,0.223
28,34,2008-01-30 21:09:30,0.479
28,36,2008-01-30 21:09:30,0.281
28,37,2008-01-30 21:09:30,
28,38,2008-01-30 21:09:30,
28,56,2008-01-30 21:09:30,0.164
28,74,2008-01-30 21:09:30,
28,1,2008-01-30 21:14:42,0
28,5,2008-01-30 21:14:42,0.394
28,29,2008-01-30 21:14:42,
28,30,2008-01-30 21:14:42,0.222
28,32,2008-01-30 21:14:42,0.223
28,34,2008-01-30 21:14:42,0.479
28,36,2008-01-30 21:14:42,0.281
28,37,2008-01-30 21:14:42,
28,47,2008-01-30 21:14:42,0.305
28,55,2008-01-30 21:14:42,0
28,56,2008-01-30 21:14:42,0.164
28,69,2008-01-30 21:14:42,0.5
28,74,2008-01-30 21:14:42,
28,5,2008-01-30 21:19:53,0.394
28,29,2008-01-30 21:19:53,
28,30,2008-01-30 21:19:53,0.222
28,32,2008-01-30 21:19:53,0.223
28,34,2008-01-30 21:19:53,0.479
28,37,2008-01-30 21:19:53,
28,38,2008-01-30 21:19:53,
28,47,2008-01-30 21:19:53,0.305
28,55,2008-01-30 21:19:53,0
28,56,2008-01-30 21:19:53,0.164
28,61,2008-01-30 21:19:53,0
28,65,2008-01-30 21:19:53,
28,69,2008-01-30 21:19:53,0.5
28,74,2008-01-30 21:19:53,
28,29,2008-01-30 21:25:03,
28,30,2008-01-30 21:25:03,0.222
28,34,2008-01-30 21:25:03,0.479
28,38,2008-01-30 21:25:03,
28,55,2008-01-30 21:25:03,0
28,59,2008-01-30 21:25:03,0.812
28,64,2008-01-30 21:25:03,
28,74,2008-01-30 21:25:03,
28,29,2008-01-30 21:30:13,
28,30,2008-01-30 21:30:13,0.222
28,34,2008-01-30 21:30:13,0.479
28,38,2008-01-30 21:30:13,
28,55,2008-01-30 21:30:13,0
28,59,2008-01-30 21:30:13,0.812
28,64,2008-01-30 21:30:13,
28,74,2008-01-30 21:30:13,
28,30,2008-01-30 21:35:26,0.222
28,34,2008-01-30 21:35:26,0.479
28,38,2008-01-30 21:35:26,
28,44,2008-01-30 21:35:26,0
28,59,2008-01-30 21:35:26,0.812
28,64,2008-01-30 21:35:26,
28,74,2008-01-30 21:35:26,
28,30,2008-01-30 21:40:36,0.222
28,38,2008-01-30 21:40:36,
28,44,2008-01-30 21:40:36,0
28,74,2008-01-30 21:40:36,
28,30,2008-01-30 21:45:48,0.222
28,38,2008-01-30 21:45:48,
28,44,2008-01-30 21:45:48,0
28,74,2008-01-30 21:45:48,
28,30,2008-01-30 21:50:59,0.222
28,38,2008-01-30 21:50:59,
28,44,2008-01-30 21:50:59,0
28,74,2008-01-30 21:50:59,
28,5,2008-01-30 21:56:13,0.394
28,6,2008-01-30 21:56:13,
28,8,2008-01-30 21:56:13,0.306
28,19,2008-01-30 21:56:13,0.129
28,20,2008-01-30 21:56:13,0.2
28,29,2008-01-30 21:56:13,
28,30,2008-01-30 21:56:13,0.222
28,42,2008-01-30 21:56:13,0
28,44,2008-01-30 21:56:13,0
28,47,2008-01-30 21:56:13,0.305
28,49,2008-01-30 21:56:13,
28,56,2008-01-30 21:56:13,0.164
28,61,2008-01-30 21:56:13,0
28,62,2008-01-30 21:56:13,
28,65,2008-01-30 21:56:13,
28,66,2008-01-30 21:56:13,0.208
28,67,2008-01-30 21:56:13,
28,69,2008-01-30 21:56:13,0.5
28,74,2008-01-30 21:56:13,
28,76,2008-01-30 21:56:13,
28,6,2008-01-30 22:01:26,
28,8,2008-01-30 22:01:26,0.306
28,20,2008-01-30 22:01:26,0.2
28,30,2008-01-30 22:01:26,0.222
28,32,2008-01-30 22:01:26,0.223
28,42,2008-01-30 22:01:26,0
28,49,2008-01-30 22:01:26,
28,56,2008-01-30 22:01:26,0.164
28,61,2008-01-30 22:01:26,0
28,62,2008-01-30 22:01:26,
28,65,2008-01-30 22:01:26,
28,66,2008-01-30 22:01:26,0.208
28,67,2008-01-30 22:01:26,
28,74,2008-01-30 22:01:26,
28,76,2008-01-30 22:01:26,
28,5,2008-01-30 22:06:38,0.394
28,6,2008-01-30 22:06:38,
28,19,2008-01-30 22:06:38,0.129
28,29,2008-01-30 22:06:38,
28,30,2008-01-30 22:06:38,0.222
28,32,2008-01-30 22:06:38,0.223
28,42,2008-01-30 22:06:38,0
28,44,2008-01-30 22:06:38,0
28,49,2008-01-30 22:06:38,
28,57,2008-01-30 22:06:38,1
28,61,2008-01-30 22:06:38,0
28,62,2008-01-30 22:06:38,
28,66,2008-01-30 22:06:38,0.208
28,74,2008-01-30 22:06:38,
28,76,2008-01-30 22:06:38,
28,6,2008-01-30 22:11:49,
28,8,2008-01-30 22:11:49,0.306
28,30,2008-01-30 22:11:49,0.222
28,42,2008-01-30 22:11:49,0
28,44,2008-01-30 22:11:49,0
28,49,2008-01-30 22:11:49,
28,57,2008-01-30 22:11:49,1
28,62,2008-01-30 22:11:49,
28,65,2008-01-30 22:11:49,
28,67,2008-01-30 22:11:49,
28,69,2008-01-30 22:11:49,0.5
28,74,2008-01-30 22:11:49,
28,76,2008-01-30 22:11:49,
28,6,2008-01-30 22:17:02,
28,14,2008-01-30 22:17:02,0.406
28,19,2008-01-30 22:17:02,0.129
28,20,2008-01-30 22:17:02,0.2
28,30,2008-01-30 22:17:02,0.222
28,32,2008-01-30 22:17:02,0.223
28,42,2008-01-30 22:17:02,0
28,44,2008-01-30 22:17:02,0
28,49,2008-01-30 22:17:02,
28,57,2008-01-30 22:17:02,1
28,61,2008-01-30 22:17:02,0
28,62,2008-01-30 22:17:02,
28,65,2008-01-30 22:17:02,
28,67,2008-01-30 22:17:02,
28,74,2008-01-30 22:17:02,
28,76,2008-01-30 22:17:02,
28,6,2008-01-30 22:22:14,
28,14,2008-01-30 22:22:14,0.406
28,19,2008-01-30 22:22:14,0.129
28,23,2008-01-30 22:22:14,
28,30,2008-01-30 22:22:14,0.222
28,32,2008-01-30 22:22:14,0.223
28,42,2008-01-30 22:22:14,0
28,44,2008-01-30 22:22:14,0
28,47,2008-01-30 22:22:14,0.305
28,49,2008-01-30 22:22:14,
28,57,2008-01-30 22:22:14,1
28,61,2008-01-30 22:22:14,0
28,62,2008-01-30 22:22:14,
28,65,2008-01-30 22:22:14,
28,67,2008-01-30 22:22:14,
28,70,2008-01-30 22:22:14,0.115
28,74,2008-01-30 22:22:14,
28,76,2008-01-30 22:22:14,
18,14,2008-01-31 10:27:58,0.055
18,27,2008-01-31 10:27:58,0.049
18,28,2008-01-31 10:27:58,0.2
18,48,2008-01-31 10:27:58,0.316
18,74,2008-01-31 10:27:58,
29,27,2008-02-01 01:46:39,0.078
29,27,2008-02-01 01:46:39,0.078
29,34,2008-02-01 01:46:39,0.159
29,34,2008-02-01 01:46:39,0.159
29,48,2008-02-01 01:46:39,0.198
29,48,2008-02-01 01:46:39,0.198
29,56,2008-02-01 01:46:39,0.04
29,56,2008-02-01 01:46:39,0.04
29,70,2008-02-01 01:46:39,0.038
29,70,2008-02-01 01:46:39,0.038
29,74,2008-02-01 01:46:39,
29,74,2008-02-01 01:46:39,
29,1,2008-02-01 01:51:50,0.002
29,1,2008-02-01 01:51:50,0.002
29,14,2008-02-01 01:51:50,0.185
29,14,2008-02-01 01:51:50,0.185
29,27,2008-02-01 01:51:50,0.078
29,27,2008-02-01 01:51:50,0.078
29,28,2008-02-01 01:51:50,
29,28,2008-02-01 01:51:50,
29,34,2008-02-01 01:51:50,0.159
29,34,2008-02-01 01:51:50,0.159
29,48,2008-02-01 01:51:50,0.198
29,48,2008-02-01 01:51:50,0.198
29,56,2008-02-01 01:51:50,0.04
29,56,2008-02-01 01:51:50,0.04
29,70,2008-02-01 01:51:50,0.038
29,70,2008-02-01 01:51:50,0.038
29,74,2008-02-01 01:51:50,
29,74,2008-02-01 01:51:50,
29,1,2008-02-01 01:57:00,0.002
29,1,2008-02-01 01:57:00,0.002
29,27,2008-02-01 01:57:00,0.078
29,27,2008-02-01 01:57:00,0.078
29,28,2008-02-01 01:57:00,
29,28,2008-02-01 01:57:00,
29,34,2008-02-01 01:57:00,0.159
29,34,2008-02-01 01:57:00,0.159
29,48,2008-02-01 01:57:00,0.198
29,48,2008-02-01 01:57:00,0.198
29,56,2008-02-01 01:57:00,0.04
29,56,2008-02-01 01:57:00,0.04
29,70,2008-02-01 01:57:00,0.038
29,70,2008-02-01 01:57:00,0.038
29,74,2008-02-01 01:57:00,
29,74,2008-02-01 01:57:00,
29,1,2008-02-01 02:02:10,0.002
29,1,2008-02-01 02:02:10,0.002
29,27,2008-02-01 02:02:10,0.078
29,27,2008-02-01 02:02:10,0.078
29,28,2008-02-01 02:02:10,
29,28,2008-02-01 02:02:10,
29,34,2008-02-01 02:02:10,0.159
29,34,2008-02-01 02:02:10,0.159
29,48,2008-02-01 02:02:10,0.198
29,48,2008-02-01 02:02:10,0.198
29,56,2008-02-01 02:02:10,0.04
29,56,2008-02-01 02:02:10,0.04
29,70,2008-02-01 02:02:10,0.038
29,70,2008-02-01 02:02:10,0.038
29,71,2008-02-01 02:02:10,0.046
29,71,2008-02-01 02:02:10,0.046
29,74,2008-02-01 02:02:10,
29,74,2008-02-01 02:02:10,
29,27,2008-02-01 02:07:23,0.078
29,27,2008-02-01 02:07:23,0.078
29,28,2008-02-01 02:07:23,
29,28,2008-02-01 02:07:23,
29,34,2008-02-01 02:07:23,0.159
29,34,2008-02-01 02:07:23,0.159
29,48,2008-02-01 02:07:23,0.198
29,48,2008-02-01 02:07:23,0.198
29,56,2008-02-01 02:07:23,0.04
29,56,2008-02-01 02:07:23,0.04
29,70,2008-02-01 02:07:23,0.038
29,70,2008-02-01 02:07:23,0.038
29,74,2008-02-01 02:07:23,
29,74,2008-02-01 02:07:23,
29,1,2008-02-01 02:12:33,0.002
29,1,2008-02-01 02:12:33,0.002
29,28,2008-02-01 02:12:33,
29,28,2008-02-01 02:12:33,
29,34,2008-02-01 02:12:33,0.159
29,34,2008-02-01 02:12:33,0.159
29,48,2008-02-01 02:12:33,0.198
29,48,2008-02-01 02:12:33,0.198
29,56,2008-02-01 02:12:33,0.04
29,56,2008-02-01 02:12:33,0.04
29,70,2008-02-01 02:12:33,0.038
29,70,2008-02-01 02:12:33,0.038
29,1,2008-02-01 02:17:43,0.002
29,1,2008-02-01 02:17:43,0.002
29,28,2008-02-01 02:17:43,
29,28,2008-02-01 02:17:43,
29,48,2008-02-01 02:17:43,0.198
29,48,2008-02-01 02:17:43,0.198
29,56,2008-02-01 02:17:43,0.04
29,56,2008-02-01 02:17:43,0.04
29,70,2008-02-01 02:17:43,0.038
29,70,2008-02-01 02:17:43,0.038
29,74,2008-02-01 02:17:43,
29,74,2008-02-01 02:17:43,
29,5,2008-02-01 03:11:50,0.092
29,5,2008-02-01 03:11:50,0.092
29,28,2008-02-01 03:11:50,
29,28,2008-02-01 03:11:50,
29,30,2008-02-01 03:11:50,0.051
29,30,2008-02-01 03:11:50,0.051
29,36,2008-02-01 03:11:50,0.111
29,36,2008-02-01 03:11:50,0.111
29,37,2008-02-01 03:11:50,
29,37,2008-02-01 03:11:50,
29,38,2008-02-01 03:11:50,0
29,38,2008-02-01 03:11:50,0
29,47,2008-02-01 03:11:50,0.07
29,47,2008-02-01 03:11:50,0.07
29,48,2008-02-01 03:11:50,0.198
29,48,2008-02-01 03:11:50,0.198
29,55,2008-02-01 03:11:50,0.058
29,55,2008-02-01 03:11:50,0.058
29,56,2008-02-01 03:11:50,0.04
29,56,2008-02-01 03:11:50,0.04
29,69,2008-02-01 03:11:50,0.543
29,69,2008-02-01 03:11:50,0.543
29,71,2008-02-01 03:11:50,0.046
29,71,2008-02-01 03:11:50,0.046
29,74,2008-02-01 03:11:50,
29,74,2008-02-01 03:11:50,
29,28,2008-02-01 03:17:01,
29,28,2008-02-01 03:17:01,
29,30,2008-02-01 03:17:01,0.051
29,30,2008-02-01 03:17:01,0.051
29,36,2008-02-01 03:17:01,0.111
29,36,2008-02-01 03:17:01,0.111
29,37,2008-02-01 03:17:01,
29,37,2008-02-01 03:17:01,
29,38,2008-02-01 03:17:01,0
29,38,2008-02-01 03:17:01,0
29,47,2008-02-01 03:17:01,0.07
29,47,2008-02-01 03:17:01,0.07
29,48,2008-02-01 03:17:01,0.198
29,48,2008-02-01 03:17:01,0.198
29,55,2008-02-01 03:17:01,0.058
29,55,2008-02-01 03:17:01,0.058
29,56,2008-02-01 03:17:01,0.04
29,56,2008-02-01 03:17:01,0.04
29,60,2008-02-01 03:17:01,0.227
29,60,2008-02-01 03:17:01,0.227
29,65,2008-02-01 03:17:01,
29,65,2008-02-01 03:17:01,
29,69,2008-02-01 03:17:01,0.543
29,69,2008-02-01 03:17:01,0.543
29,74,2008-02-01 03:17:01,
29,74,2008-02-01 03:17:01,
29,5,2008-02-01 03:22:11,0.092
29,5,2008-02-01 03:22:11,0.092
29,28,2008-02-01 03:22:11,
29,28,2008-02-01 03:22:11,
29,30,2008-02-01 03:22:11,0.051
29,30,2008-02-01 03:22:11,0.051
29,34,2008-02-01 03:22:11,0.159
29,34,2008-02-01 03:22:11,0.159
29,36,2008-02-01 03:22:11,0.111
29,36,2008-02-01 03:22:11,0.111
29,37,2008-02-01 03:22:11,
29,37,2008-02-01 03:22:11,
29,47,2008-02-01 03:22:11,0.07
29,47,2008-02-01 03:22:11,0.07
29,55,2008-02-01 03:22:11,0.058
29,55,2008-02-01 03:22:11,0.058
29,56,2008-02-01 03:22:11,0.04
29,56,2008-02-01 03:22:11,0.04
29,69,2008-02-01 03:22:11,0.543
29,69,2008-02-01 03:22:11,0.543
29,74,2008-02-01 03:22:11,
29,74,2008-02-01 03:22:11,
29,5,2008-02-01 03:27:21,0.092
29,5,2008-02-01 03:27:21,0.092
29,28,2008-02-01 03:27:21,
29,28,2008-02-01 03:27:21,
29,32,2008-02-01 03:27:21,0.383
29,32,2008-02-01 03:27:21,0.383
29,34,2008-02-01 03:27:21,0.159
29,34,2008-02-01 03:27:21,0.159
29,36,2008-02-01 03:27:21,0.111
29,36,2008-02-01 03:27:21,0.111
29,37,2008-02-01 03:27:21,
29,37,2008-02-01 03:27:21,
29,38,2008-02-01 03:27:21,0
29,38,2008-02-01 03:27:21,0
29,47,2008-02-01 03:27:21,0.07
29,47,2008-02-01 03:27:21,0.07
29,56,2008-02-01 03:27:21,0.04
29,56,2008-02-01 03:27:21,0.04
29,65,2008-02-01 03:27:21,
29,65,2008-02-01 03:27:21,
29,69,2008-02-01 03:27:21,0.543
29,69,2008-02-01 03:27:21,0.543
29,74,2008-02-01 03:27:21,
29,74,2008-02-01 03:27:21,
29,28,2008-02-01 03:32:33,
29,28,2008-02-01 03:32:33,
29,30,2008-02-01 03:32:33,0.051
29,30,2008-02-01 03:32:33,0.051
29,34,2008-02-01 03:32:33,0.159
29,34,2008-02-01 03:32:33,0.159
29,36,2008-02-01 03:32:33,0.111
29,36,2008-02-01 03:32:33,0.111
29,38,2008-02-01 03:32:33,0
29,38,2008-02-01 03:32:33,0
29,47,2008-02-01 03:32:33,0.07
29,47,2008-02-01 03:32:33,0.07
29,56,2008-02-01 03:32:33,0.04
29,56,2008-02-01 03:32:33,0.04
29,59,2008-02-01 03:32:33,0.056
29,59,2008-02-01 03:32:33,0.056
29,61,2008-02-01 03:32:33,0.006
29,61,2008-02-01 03:32:33,0.006
29,65,2008-02-01 03:32:33,
29,65,2008-02-01 03:32:33,
29,69,2008-02-01 03:32:33,0.543
29,69,2008-02-01 03:32:33,0.543
29,74,2008-02-01 03:32:33,
29,74,2008-02-01 03:32:33,
29,28,2008-02-01 03:37:50,
29,28,2008-02-01 03:37:50,
29,30,2008-02-01 03:37:50,0.051
29,30,2008-02-01 03:37:50,0.051
29,34,2008-02-01 03:37:50,0.159
29,34,2008-02-01 03:37:50,0.159
29,38,2008-02-01 03:37:50,0
29,38,2008-02-01 03:37:50,0
29,55,2008-02-01 03:37:50,0.058
29,55,2008-02-01 03:37:50,0.058
29,59,2008-02-01 03:37:50,0.056
29,59,2008-02-01 03:37:50,0.056
29,64,2008-02-01 03:37:50,
29,64,2008-02-01 03:37:50,
29,74,2008-02-01 03:37:50,
29,74,2008-02-01 03:37:50,
29,28,2008-02-01 03:43:04,
29,28,2008-02-01 03:43:04,
29,30,2008-02-01 03:43:04,0.051
29,30,2008-02-01 03:43:04,0.051
29,34,2008-02-01 03:43:04,0.159
29,34,2008-02-01 03:43:04,0.159
29,38,2008-02-01 03:43:04,0
29,38,2008-02-01 03:43:04,0
29,44,2008-02-01 03:43:04,0.077
29,44,2008-02-01 03:43:04,0.077
29,55,2008-02-01 03:43:04,0.058
29,55,2008-02-01 03:43:04,0.058
29,59,2008-02-01 03:43:04,0.056
29,59,2008-02-01 03:43:04,0.056
29,64,2008-02-01 03:43:04,
29,64,2008-02-01 03:43:04,
29,74,2008-02-01 03:43:04,
29,74,2008-02-01 03:43:04,
